순서,기업명(한국어),기업명(일본어),국가,업종,장르,MA접근,딜형태,분류,시총_억엔,매출_억엔,이익률(%),직원수,대표이사,자체IP,주요타이틀,기업특징,장점,단점리스크,주주구조,MA판단근거,소스,수정메모
217.0,Onion Games,株式会社Onion Games,일본,개발/운영,비서브,N,,accel,,,,3.0,木村祥朗,Y,"moon, Black Bird, Little Town Hero","전 마벨러스·러브드엘프의 크리에이터 기무라 요시로가 설립한 도쿄 소재 인디 게임 스튜디오. 《moon》 리마스터, 《Black Bird》 등 실험적·예술적 지향의 게임으로 국내외에서 컬트적 지지를 받는다.","업계 경력 30년 이상의 크리에이터 주도 스튜디오로 브랜드 인지도 높음, 독창적 아트 감성과 팬 충성도가 강점이다.","3인 극소형 팀으로 생산성과 후속작 출시 주기에 한계, 매출·자본금 등 재무정보 비공개.",,엑셀레이션 파트너 후보 스튜디오,short,
218.0,Room6,株式会社room6,일본,개발/운영,비서브,N,,accel,,,,28.0,木村征史,Y,"7年後で待ってる, Yokaze 레이블 퍼블리싱 타이틀 다수",2010년 설립(2018년 현 사명으로 변경)된 교토 기반 인디 게임 개발·퍼블리싱 회사. 자사 개발과 함께 인디 레이블 \,"개발과 퍼블리싱을 겸하는 독립 레이블 운영으로 수익 다각화, 교토 지역 거점의 인건비 우위와 안정적 파트너십이 강점이다.","최근 결산에서 순손실 895만 엔 기록, 누적 이익잉여금 마이너스로 재무 건전성 우려가 있다.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2010년
219.0,Ratana Arts,Ratata Arts株式会社,일본,개발/운영,비서브,N,,accel,,,,14.0,,Y,Ratatan,"2023년 6월 설립된 도쿄 소재 게임 개발사. Patapon 시리즈 게임 디자이너 코타니 히로유키가 주도하여 정신적 후속작 《Ratatan》을 개발했다. 킥스타터에서 목표 1시간도 안 돼 달성, 최종 약 2억 1,900만 엔을 모금하며 2025년 9월 Steam 얼리 액세스 출시에 성공했다.","Patapon 오리지널 팀의 크리에이티브 계보를 잇는 강력한 IP 친화력, 킥스타터 대성공으로 초기 팬베이스와 개발 자금을 확보했다.","대표자 등 경영진 정보 공개 미흡, 얼리 액세스 상태로 정식 출시 및 추가 타이틀 개발 능력은 미검증 상태이다.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2023년
220.0,I-rori-entertainment,株式会社アイロリ・エンタテインメント,일본,개발/운영,비서브,N,,accel,,,,41.0,小林英司,Y,"Dragon Quest VII Reimagined (support), 英雄伝説 관련 수탁","2017년 10월 설립된 도쿄 소재 게임 개발·CG 제작사로, Square Enix·Falcom·GungHo 등 주요 퍼블리셔의 수탁 개발을 주력으로 한다. 게임 프로그래밍, UI/UX, 3D 모델링, 애니메이션 등 풀스택 개발 역량 보유.","대형 퍼블리셔 다수와의 장기 수탁 관계로 안정적 수주 기반 확보, 다양한 직군의 전문 크리에이터 40명 이상을 보유한 체계적 스튜디오이다.","수탁 의존도가 높아 자사 IP 부재에 따른 브랜드 파워 약함, 매출·이익 정보 비공개.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2017년
221.0,Fahrenheit213,ファーレンハイト213株式会社,일본,개발/운영,비서브,N,,accel,,,,4.0,塩川洋介,Y,つるぎ姫(개발중),《Fate/Grand Order》의 크리에이티브 프로듀서였던 시오카와 요스케가 2021년 3월 독립 설립한 인디 게임 스튜디오. FGO·KH·디시디아 FF 등 대작 개발 이력을 바탕으로 첫 자체 타이틀 《つるぎ姫》(2026년 얼리 액세스 예정)를 개발 중이다.,FGO 등 대형 프랜차이즈에서 검증된 크리에이티브 디렉터의 독립 브랜드로 기존 팬층의 기대감이 높고 미디어 노출도가 우수하다.,"4인 소규모 팀으로 《つるぎ姫》 아직 출시 전, 1인 의존도 리스크와 재무 정보 비공개.",塩川洋介 100% 소유,엑셀레이션 파트너 후보 스튜디오,short,설립: 2021년
222.0,Wonderland Kazakiri inc.,株式会社ワンダーランド,일본,개발/운영,비서브,N,,accel,,,,2.0,誉田潔,Y,"ダンジョンに捧ぐ墓標, BlockQuest",2015년 설립된 도쿄 소재 초소형 인디 게임·디지털 콘텐츠 제작사(브랜드명: Wonderland Kazakiri). 웹 제작과 시스템 개발 기반 위에 게임 개발을 병행한다. 로그라이크 던전 RPG 《ダンジョンに捧ぐ墓標》 등을 개발했다.,소규모로 웹·시스템·게임 개발을 겸하는 다재다능한 스튜디오로 운영 비용이 낮다.,"2인 체제의 극소형 스튜디오로 대규모 프로젝트 실행 능력 부재, 재무 정보 전무.",,엑셀레이션 파트너 후보 스튜디오. All 플랫폼 개발 역량,short,설립: 2015년
223.0,Neotro Inc.,株式会社ネオトロ,일본,개발/운영,비서브,N,,accel,,,,,佐渡大志,Y,"NeverAwake, VRITRA Complete Edition",가나가와현 요코하마시 기반의 소형 인디 게임 스튜디오. \,슈팅·액션 장르 특화로 고유한 아트 스타일과 게임 감성을 구축했으며 《NeverAwake》로 Steam 및 닌텐도 스위치에서 긍정적 평가를 받았다.,"팀 규모·재무 정보 미공개, 단독 외부 퍼블리셔 의존 구조로 자체 배급 역량 부재.",,엑셀레이션 파트너 후보 스튜디오,short,
224.0,White Owls Inc.,株式会社White Owls,일본,개발/운영,비서브,N,,accel,,,,,末弘秀孝 (SWERY),Y,"The MISSING, The Good Life, Hotel Barcelona","《Deadly Premonition》의 감독 SWERY(末弘秀孝)가 2016년 11월 오사카에 설립한 게임 스튜디오. 성인 취향의 개성 강한 일본산 게임을 지향하며 《The MISSING》, 《The Good Life》, 《Death Game Hotel》, 《Hotel Barcelona》 등을 출시했다.","SWERY의 강렬한 크리에이터 브랜드와 컬트 팬층으로 독보적인 작가주의 포지셔닝, 글로벌 인디 커뮤니티에서 높은 인지도 보유.","재무 정보·종업원 수 비공개, SWERY 1인 의존도 리스크, 상업적 성과보다 평단 평가에 치우친 타이틀 다수.",,엑셀레이션 파트너 후보 스튜디오,short,
225.0,Ignition M,株式会社イグニッション・エム,일본,개발/운영,비서브,N,,accel,,,,19.0,升田貴文,Y,"ぼくとネコ, ゲス野郎と拳","《냥코 대전쟁》 PM 출신 마스다 다카후미가 2016년 2월 오사카에 설립한 모바일·PC 게임 개발사. 《ぼくとネコ》, 《ゲス野郎と拳》 등 자체 개발 게임을 출시했다.","대형 히트작 개발 경험을 가진 대표 중심의 강한 개발 문화, 모바일과 콘솔을 아우르는 크로스 플랫폼 개발 역량 보유.","자본금 300만 엔의 소규모 스튜디오로 마케팅·퍼블리싱 역량 한계, 매출 비공개.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2016년
226.0,Ginolabo,株式会社ginolabo,일본,개발/운영,비서브,N,,accel,,,,1.0,,Y,"SOULVARS, FAIRY TAIL ダンジョンズ",2022년 설립된 1인 솔로 개발 스튜디오. 集英社 게임즈와 협력하여 덱빌딩 RPG 《SOULVARS》 및 《FAIRY TAIL ダンジョンズ》 등을 개발했다. 소규모이나 메이저 퍼블리셔와의 파트너십으로 작품의 유통과 마케팅 지원을 받는다.,"1인 개발이지만 集英社·講談社 등 대형 미디어사와 파트너십으로 IP 활용 가능, 낮은 고정비로 독립성 유지.","1인 체제로 개발 속도·볼륨에 근본적 한계, 대표·자본금 등 기본 기업 정보 비공개.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2022년
227.0,Gagex,株式会社GAGEX,일본,개발/운영,비서브,N,,accel,,,,4.0,井村剣介,Y,"昭和駄菓子屋物語, 思い出の食堂物語, 懐かしの食堂物語","2011년 2월 설립된 도쿄 기반 모바일 게임 개발사. 쇼와 시대를 소재로 한 향수 테마 게임 시리즈로 누적 2,000만 다운로드 이상을 달성했다. 《昭和駄菓子屋物語》, 《思い出の食堂物語》 등이 대표작이며 Google Play Best of 2022 수상 실적도 있다.","쇼와 향수 테마 모바일 게임의 독보적 포지셔닝으로 충성 고객층 보유, 저비용 팀으로 다수 시리즈 운영 실적 검증.","4명의 소규모 팀으로 대형 신규 개발 역량 제한, 모바일 단일 플랫폼 의존 및 매출 비공개.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2011년
228.0,Caramel Column,株式会社カラメルカラム,일본,개발/운영,비서브,N,,accel,,,,2.0,大野真樹,Y,"ALTER EGO, ALTER EGO COMPLEX","2014년 6월 설립된 도쿄 소재 2인 인디 게임 스튜디오. 심리 탐구 탭 게임 《ALTER EGO》로 45만 다운로드를 달성했으며, 현재 《ALTER EGO COMPLEX》 등 시리즈를 운영 중이다.","철학·심리학 기반의 독창적 게임 디자인으로 타 스튜디오와 차별화, 모바일 무료 플레이로 대규모 유저 확보 전략이 검증됐다.","자본금 100만 엔의 초소형 스튜디오로 재무 기반 취약, 2인 체제의 개발 볼륨 한계.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2014년
229.0,Nestopi,株式会社ネストピ,일본,개발/운영,비서브,N,,accel,,,,20.0,生田恭理,Y,"アンクラウン, Re:VER PROJECT TOKYO","2017년 7월 설립된 도쿄 기반 인디 게임 개발사. 자사 IP 개발과 수탁 개발을 병행한다. Google Indie Games Festival 2020 TOP20·도호상 수상작 《アンクラウン》이 대표작이며, 닌텐도 및 모바일 업계 경험을 보유한 대표가 이끈다.","닌텐도 및 모바일 업계 경험을 보유한 대표 중심의 균형 잡힌 자체 개발·수탁 포트폴리오, Google 공식 인디 어워드 수상 실적으로 품질 검증.","자본금 920만 엔 규모로 대형 프로젝트 단독 수행 어려움, 매출 정보 비공개.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2017년
230.0,Alphawing,ALPHAWING Inc.,일본,개발/운영,비서브,N,,accel,,,,,,Y,"Samurai Bringer, Metal Bringer","1995년 7월 도쿄 시부야에 설립된 멀티미디어 소프트웨어·게임 개발사. 스팀 및 닌텐도 스위치·PS4 대응 액션 게임 《Samurai Bringer》(2022), 《Metal Bringer》(2025) 등을 출시했다.","30년 업력의 안정된 개발 노하우와 스팀·콘솔 크로스 플랫폼 출시 실적, 인디 스케일로 독립 퍼블리싱 가능한 역량 보유.","대표자·자본금·종업원 수 등 주요 기업 정보 공개 미흡, 신생 인디 스튜디오 대비 브랜드 인지도 낮음.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 1995년
231.0,Atelier Mimina,株式会社アトリエミミナ,일본,개발/운영,비서브,N,,accel,,,,3.0,斉藤敦士,Y,"ジラフとアンニカ, 星のハルカ(개발중)","전 Cygames 스태프인 사이토 아쓰시가 2024년 설립한 사이타마 가와고에 기반 소형 게임 스튜디오. 대표작 《ジラフとアンニカ》의 개발사로 알려졌으며, 현재 SF 주브나일 RPG 《星のハルカ》를 개발 중이다.",Cygames 출신 크리에이터의 고품질 아트 감성과 닌텐도 스위치·PC 멀티 플랫폼 출시 경험 보유.,"2024년 설립 신생 스튜디오로 3인 체제의 볼륨 한계, 자본금 소규모.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2024년
232.0,Sukeban Games,株式会社Sukeban Games,일본,개발/운영,비서브,N,,accel,,,,6.0,Christopher Ortiz (kiririn51),Y,"VA-11 HALL-A, .45 PARABELLUM BLOODHOUND","베네수엘라 출신 개발자들이 설립한 인디 게임 서클로 일본에도 거점을 두는 다국적 스튜디오. 사이버펑크 바텐딩 비주얼 노벨 《VA-11 HALL-A》(2016, 20만 카피 이상 판매)로 국제적 명성을 얻었다.","일본 사이버펑크 문화에 영향받은 독특한 미학과 스토리텔링으로 글로벌 인디 커뮤니티에서 높은 평가, VA-11 HALL-A의 컬트 IP 파워.","베네수엘라-일본 간 다국적 팀 운영 특성상 개발 지연 빈발(N1RV Ann-A 무기한 연기 경험), 일본 법인 여부와 재무 구조 불명확.",,엑셀레이션 파트너 후보 스튜디오,short,
233.0,Artifact,パペガ株式会社,일본,개발/운영,비서브,N,,accel,,,,,二階堂仁,Y,,2024년 5월 14일 설립된 도쿄 시부야 기반 신설 게임 개발사. ARTIFACT 브랜드로 운영되며 설립 직후로 공개된 타이틀 및 상세 사업 정보는 아직 제한적이다.,"2024년 설립 신생사, 도쿄 시부야 기반으로 업계 네트워크 접근성은 양호.","자본금 100만 엔의 초소형 신설 법인, 출시 타이틀 없음, 사업 전략 공개 불충분.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2024년
234.0,Experience,株式会社エクスペリエンス,일본,개발/운영,비서브,N,,accel,,,,15.0,千頭元,Y,"Stranger of Sword City, Operation Babel, Operation Abyss","2007년 4월 도쿄 하치오지에 설립된 던전 RPG 전문 게임 개발사. 《剣の街の異邦人(Stranger of Sword City)》, 《東京新世録 Operation Babel》 등 3D 던전 탐색 RPG 시리즈로 국내외 팬을 보유한다.","던전 RPG 장르에서 15년 이상의 특화 개발 역량, Vita·Xbox·Steam 등 멀티 플랫폼 출시 실적과 해외(NIS America 퍼블리싱) 유통망 확보.","매출 비공개이나 소규모 팀으로 개발 주기 장기화 경향, 장르 특화로 타깃 고객층이 협소.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2007년
235.0,Gino,株式会社Gino,일본,개발/운영,비서브,N,,accel,,,,20.0,北尾共,Y,"魔女の館, Bless You Again(개발중)","2022년 9월 히로시마대학 출신 학생들이 창업한 VR 게임 개발 스타트업. PCVR 노벨 게임 《魔女の館》와 로그라이크 3D 액션 《Bless You Again》 등을 개발 중이다. East Ventures로부터 1,500만 엔을 조달했다.","히로시마대 발 유니버시티 스타트업으로 VC 투자 유치, VR·UE 전문 기술력 보유.","매우 초기 단계 스타트업으로 상업적 실적 미흡, 자본금·매출 정보 비공개.",East Ventures 출자,엑셀레이션 파트너 후보 스튜디오,short,설립: 2022년
236.0,Sap Works,合同会社SapWorks,일본,개발/운영,비서브,N,,accel,,,,,テッダー マイケル (Michael Tedder),Y,,미국 뉴햄프셔주 Skymap Games의 일본 첫 진출 법인으로 2025년 9월 삿포로에 설립됐다. 실시간 3D 렌더링과 크로스플랫폼 게임 엔진 분야 25년 이상 경력의 마이클 테더가 대표로 취임했다.,"미국 본사 Skymap Games의 기술력과 글로벌 네트워크를 활용 가능, 삿포로시 지원을 받는 외국계 게임사의 지역 거점 설립.","2025년 9월 설립된 초기 법인으로 일본 시장 실적 전무, 자본금·인력 등 기업 정보 미공개.",Skymap Games (미국 뉴햄프셔) 100% 자회사,엑셀레이션 파트너 후보 스튜디오,short,설립: 2025년
237.0,Pit-Step,株式会社Pit-Step,일본,개발/운영,비서브,N,,accel,,,,5.0,御前純,Y,NINJA CATS: Tactics,"2021년 2월 도쿄 긴자에 설립된 AI 탑재 인디 게임 개발사. 음성으로 AI 닌자 고양이 캐릭터와 대화하며 육성하는 《NINJA CATS: Tactics》를 개발 중이며, TGS 2025 출전 예정이다. 전 세가·부시로드의 구로카와 후미오로부터 투자 및 어드바이저 취임을 받았다.","AI 음성 인터랙션과 전술 RPG를 결합한 차별화된 게임플레이, 업계 베테랑 어드바이저 영입으로 개발 방향성 강화.","5인 소형 팀으로 출시 타이틀 없음(개발 중), 자본금 1,550만 엔 중 상당 부분이 자본준비금으로 실질 자본 규모 제한적.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2021년
,"MELPOT, Inc.",メルポット,일본,개발/운영,비서브,N,,accel,,,,18.0,安原敏雄,Y,Final Fantasy Crystal Chronicles Remastered Edition,"2016년 가나가와현 가와사키 소재로 설립된 소형 게임 개발사로, FF 크리스탈 크로니클즈 리마스터 등 스퀘어에닉스와의 협업 실적과 VR/AR/XR 콘텐츠 개발 역량을 보유한다.","소규모이지만 VR/AR 기술을 활용한 차별화된 서비스를 제공하며, 스퀘어에닉스 타이틀 참여로 기술력을 입증했다.","직원 18명의 소형 스튜디오로 자본금 300만 엔의 재무 기반이 취약하며, 매출 정보가 공개되지 않는다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2016년
